Id,Prediction
1,2.05579850105
2,1.73306098353
3,1.52153256192
4,2.27277911635
5,2.3083565621
6,1.16019481309
7,1.93041833942
8,1.53128434625
9,1.65338555207
10,2.30990748104
11,1.69702630421
12,2.48929619916
13,1.57559784575
14,1.83756384402
15,2.32944092762
16,2.53842185765
17,1.75551119043
18,1.79278843754
19,1.85014911835
20,2.36803407425
21,2.06426928246
22,1.62582404635
23,1.72881739659
24,2.33786158374
25,1.73995395481
26,1.77254932622
27,1.84324625282
28,2.16398520674
29,1.61386137885
30,1.13448309067
31,1.93784852735
32,1.12222890493
33,1.89159060905
34,2.0368460854
35,1.91279917473
36,2.35676412814
37,1.74510327245
38,2.45046976312
39,2.12837833803
40,2.08477084391
41,2.58514434763
42,2.51033667794
43,2.45562838934
44,1.66781951153
45,1.46387230596
46,1.92335590628
47,1.76436399761
48,1.07367020859
49,1.93611571809
50,2.19801997056
51,1.56710591656
52,2.23732717388
53,1.5179370456
54,2.19080155229
55,2.57868214839
56,1.70611046503
57,1.99702042946
58,1.94644224262
59,2.29994749661
60,2.04826927771
61,2.47649099047
62,1.98854648583
63,2.01250718341
64,2.05356368499
65,2.04399902661
66,2.15439022418
67,2.03824635885
68,1.89633462222
69,1.91009448616
70,2.05423872295
71,2.62401734046
72,1.49257412581
73,1.78105297706
74,1.84841459528
75,2.04775419774
76,2.08918893124
77,1.82679085526
78,1.50283790322
79,2.34294062466
80,1.97947044253
81,1.77233240482
82,1.92230447853
83,2.49515866024
84,1.58125596852
85,2.1891823191
86,2.14145758025
87,2.0139842719
88,2.25370499278
89,1.83226205658
90,1.74884101953
91,1.40935272641
92,1.7293484979
93,1.54662211929
94,1.67604979631
95,2.01897369167
96,1.67574681736
97,2.10722640505
98,2.13898148474
99,1.80907986566
100,1.35117243794
101,1.51491928867
102,2.16941809365
103,2.22666613743
104,2.18667800149
105,1.92115880571
106,2.20854025785
107,2.48991600608
108,1.48080788294
109,2.00973826291
110,2.30126792739
111,1.20089650522
112,1.98883703542
113,2.21492559513
114,1.92484933958
115,1.89130171378
116,1.23972215281
117,1.9630601305
118,2.12737328094
119,1.82837428225
120,1.84172342133
121,1.59453799776
122,1.94211367696
123,1.70993838744
124,2.53903908617
125,1.45498326452
126,2.42353328911
127,2.66312616199
128,2.01274731058
129,2.27918952512
130,1.48126429539
131,1.90471974633
132,1.7243277364
133,1.22138247555
134,1.40801283352
135,1.76190463895
136,1.35030232716
137,2.15168643285
138,2.08491259377
139,2.34257487283
140,2.17023102016
141,2.65994664719
142,1.92959463625
143,1.7615624695
144,2.11208221778
145,1.96424943965
146,1.55967951108
147,1.88563794391
148,2.07436736543
149,1.98798122556
150,1.88961318326
151,2.09873278489
152,2.47064436002
153,2.10384552423
154,1.47857738576
155,2.06189550079
156,1.61548984621
157,1.93303893451
158,1.38459456972
159,2.00518716605
160,1.73946066173
161,2.45001649122
162,2.34139932134
163,1.65644576303
164,2.16907757762
165,1.92808202217
166,1.93869383436
167,1.99948893497
168,1.72510390593
169,1.95521746511
170,2.02108927251
171,2.00448095242
172,2.00816467848
173,2.01572101464
174,1.82931216776
175,1.15224504771
176,2.04609870849
177,1.62893693938
178,1.69118196911
179,1.50507352504
180,2.39037650152
181,1.67938202533
182,1.32401007997
183,2.11347247875
184,2.09941355754
185,1.48842851634
186,1.22763223484
187,1.98469367979
188,1.34723712757
189,2.06833206699
190,2.16856892172
191,1.60672578616
192,2.58712248154
193,2.1331319633
194,1.7642497999
195,1.9122686423
196,2.19304256485
197,1.54409775763
198,1.33674541661
199,2.49825515005
200,2.04691281505
201,2.4112274582
202,1.63404944667
203,1.72677229387
204,2.59051736416
205,1.86526404776
206,1.57932805409
207,1.42105680141
208,2.53824925325
209,1.7180257398
210,1.47866662412
211,1.63251945796
212,2.01380958588
213,2.33941665865
214,1.39112571558
215,1.80779340476
216,1.55701720982
217,1.3999511561
218,2.19102842528
219,2.15550022922
220,1.62425193135
221,2.06138032045
222,1.69793154345
223,2.42784575586
224,1.72778090773
225,1.78747894293
226,2.15167507834
227,1.62816597879
228,1.66060462964
229,1.38885770235
230,1.31903823919
231,1.50885337869
232,2.30093846756
233,0.519511425524
234,1.72333196268
235,1.86655913649
236,1.42512767506
237,1.97690515439
238,2.11650916233
239,1.60660084548
240,2.09916968521
241,1.25664269661
242,1.96152348017
243,2.38180229036
244,2.06848696577
245,2.06952408721
246,1.82003163129
247,2.18343529327
248,2.2086917252
249,1.86794250049
250,2.53271078808
251,0.743293819392
252,2.40594692504
253,1.37612800949
254,1.93938318832
255,1.86379549853
256,2.28346468111
257,1.95163908119
258,1.79311500179
259,1.85078599974
260,2.23448272668
261,1.45511207671
262,2.09756130975
263,1.52904148626
264,1.725058826
265,1.57341586468
266,1.25307810366
267,1.73751753681
268,2.45530445029
269,2.19931365917
270,2.01580459304
271,2.00549021569
272,2.20469823683
273,1.7956564626
274,1.37744291258
275,1.1051435042
