Id,Prediction
1,2.08071837328
2,1.72659639372
3,1.53442577303
4,2.3072079702
5,2.3231238315
6,1.18344229035
7,1.96115040655
8,1.57057079602
9,1.63464096273
10,2.27404649764
11,1.67988208858
12,2.49363989955
13,1.53073338865
14,1.85791248176
15,2.29294512217
16,2.51959279755
17,1.76561832619
18,1.79576028064
19,1.85296351815
20,2.41928957445
21,2.07054708139
22,1.64334024605
23,1.73134685335
24,2.30181438567
25,1.75741885159
26,1.75296412032
27,1.77577093778
28,2.18867347793
29,1.5959331957
30,1.106042101
31,1.92199100047
32,1.15438952294
33,1.90599205884
34,2.03414608392
35,1.92051182785
36,2.38339182725
37,1.77483124661
38,2.40105608859
39,2.08642169073
40,2.0772015989
41,2.62415409785
42,2.45092248826
43,2.42690349773
44,1.70737340202
45,1.45058548965
46,1.91797282482
47,1.78195984358
48,1.10263277855
49,1.91090553253
50,2.13434257237
51,1.61948610743
52,2.27521008127
53,1.50863873938
54,2.17915448706
55,2.56942329487
56,1.69854825668
57,2.0234982134
58,1.94495446487
59,2.14147399385
60,2.08647930167
61,2.46651991843
62,1.98820210498
63,1.92714724949
64,2.00194192415
65,2.14655863092
66,2.17115621642
67,2.06829889271
68,1.86516554864
69,1.94397864186
70,2.09067988539
71,2.59080186587
72,1.49894802788
73,1.76064427172
74,1.84916320457
75,2.04882744839
76,2.14663807262
77,1.79580969378
78,1.4751114417
79,2.39867321268
80,1.95378912563
81,1.78907966506
82,1.88570110401
83,2.46741736875
84,1.52657306826
85,2.18827130402
86,2.16034708878
87,2.03746590992
88,2.28544240979
89,1.786949884
90,1.69259633467
91,1.36692990605
92,1.76326522012
93,1.55004574171
94,1.69642282944
95,2.08683395593
96,1.69428474486
97,2.07429992824
98,2.10020440321
99,1.79032968797
100,1.3329425609
101,1.53305332435
102,2.10300975693
103,2.32245368166
104,2.21869958894
105,1.95300766406
106,2.06491302821
107,2.49477761092
108,1.33079330932
109,2.01772819614
110,2.30318990584
111,1.22510734686
112,1.99609229635
113,2.20116626456
114,1.89417303216
115,1.86375242637
116,1.22963571598
117,1.99978722015
118,2.11895160976
119,1.85289994683
120,1.81425032336
121,1.58003570032
122,1.93274942805
123,1.73509100337
124,2.53123000738
125,1.51939717766
126,2.25421027646
127,2.67092187134
128,2.2267901344
129,2.22230362419
130,1.52860604891
131,1.83575539806
132,1.66005131292
133,1.23098872532
134,1.39827076221
135,1.78237629636
136,1.34091848001
137,2.13708821821
138,2.13491043993
139,2.32964559468
140,2.17038544838
141,2.61024028383
142,1.92993621612
143,1.78078568184
144,2.13031805808
145,1.94030903174
146,1.62146626138
147,1.88531070378
148,2.07615682189
149,1.96665918003
150,1.92486188136
151,2.09697946525
152,2.46993447027
153,2.12481758307
154,1.50660928689
155,2.0181150942
156,1.65567886977
157,2.08559089935
158,1.37318961641
159,2.04745436211
160,1.79179034199
161,2.42000740203
162,2.35172949264
163,1.65887260242
164,2.18625226352
165,1.95628645743
166,1.9085657076
167,2.09660556989
168,1.70393316383
169,1.94732007733
170,1.91289399763
171,2.00078719391
172,1.98656595885
173,1.99121562127
174,1.85071234934
175,1.12005161693
176,1.98518501741
177,1.7270020887
178,1.69858429204
179,1.48254053203
180,2.37742004904
181,1.6168183234
182,1.28466070914
183,2.12179335515
184,2.1212569252
185,1.51630962652
186,1.18793224834
187,2.07073770494
188,1.4278159672
189,1.99914503923
190,2.12974563541
191,1.67090572872
192,2.54181851363
193,2.13377853575
194,1.71058340112
195,1.81311995297
196,2.1679978405
197,1.54130265654
198,1.31891036673
199,2.2850424207
200,2.00688138914
201,2.37941465245
202,1.71053702786
203,1.71847319859
204,2.60570411441
205,1.89263812622
206,1.59222783042
207,1.40958290799
208,2.51354416949
209,1.6839701718
210,1.53176377028
211,1.66137896016
212,1.99451091396
213,2.38751437104
214,1.36792761975
215,1.7888158197
216,1.54037363253
217,1.43759667881
218,2.18122443456
219,2.11505623731
220,1.58961694424
221,2.05224918789
222,1.65025222957
223,2.43518358843
224,1.7084975394
225,1.71935059951
226,2.12952808382
227,1.63434257516
228,1.69459376314
229,1.45364351386
230,1.27411748725
231,1.5339577198
232,2.24972560089
233,0.522271220955
234,1.74955816199
235,1.84371805693
236,1.45639826821
237,2.22744604388
238,2.1185272459
239,1.59428313134
240,2.04773570638
241,1.3632145763
242,1.94425928749
243,2.35070820768
244,2.09877706175
245,2.09091684522
246,1.83339325386
247,2.20811418458
248,2.16128155961
249,1.84656791456
250,2.54542622617
251,0.837679742781
252,2.42787134477
253,1.39000847926
254,1.95871701079
255,1.86019947938
256,2.25940761243
257,2.05777878415
258,1.81496252841
259,1.89322154166
260,2.23277121303
261,1.44218635696
262,2.13827302568
263,1.58634135731
264,1.69661215121
265,1.55126280904
266,1.21540452756
267,1.69823363411
268,2.38678737155
269,2.1989108955
270,2.07105740287
271,2.04663557752
272,2.15182510922
273,1.79547355431
274,1.33301115627
275,1.10483502049
276,2.38526914932
277,1.89136506849
278,2.18857320542
279,1.66112674443
280,2.16708385719
281,2.32982771799
282,1.84613156721
283,1.9531542625
284,1.71535735218
285,2.06596554708
286,1.61304950342
287,2.16826040439
288,1.73031615303
289,1.1932342785
290,1.8533328585
291,1.91361866768
292,2.0474961278
293,2.07866854724
294,1.83413737837
295,2.52708048478
296,1.89589596449
297,1.86125071262
298,2.42951229103
299,1.78052749179
300,1.82953208063
301,1.7013168951
302,2.33071008974
303,1.50830588892
304,2.4624398352
305,1.47575305042
306,1.66561404787
307,1.74950311623
308,1.88694393827
309,1.66765158135
310,1.8649720783
311,2.25008243556
312,1.24224191431
313,2.29914558659
314,2.011747815
315,1.30332883051
316,2.09704786508
317,1.98472028705
318,1.28051578819
319,2.52197963257
320,2.111748721
321,1.86140528849
322,1.48493034537
323,2.24384600312
324,2.44593688455
325,1.4485126752
326,1.61677632713
327,2.26818772844
328,1.47859731642
329,2.30545642385
330,2.43718502625
331,1.90534364993
332,1.52165726097
333,1.94892510692
334,2.15398837557
335,2.26352276573
336,2.59455062692
337,2.12881258689
338,1.37950007531
339,1.61261770608
340,1.20603182831
341,1.72797465723
342,1.26331359658
343,2.16269984656
344,1.35718124113
345,1.39575090291
346,1.63049121533
347,2.20043636449
348,1.86412853695
349,1.67155937305
350,2.33272329384
351,1.71649288558
352,1.65093448197
353,2.28905473268
354,1.72856754711
355,1.63841299011
356,0.976781722732
357,1.64842932337
358,1.65783432201
359,2.00530959239
360,1.31465655063
361,2.04446279033
362,2.25097033525
363,1.80666178426
364,1.14722145579
365,2.04583389603
366,1.79765972248
367,1.62716951873
368,1.99687949861
369,2.36769004287
370,1.64438078808
371,2.28539774613
372,2.24061224032
373,2.24655016047
374,1.82274168462
375,1.20563852461
376,1.70665064124
377,1.29309551558
378,1.7615491725
379,2.50063600836
380,1.48820244529
381,1.49554364219
382,2.10073794774
383,1.91570034999
384,1.3058736519
385,1.49336213155
386,1.6409708987
387,1.97837000056
388,1.57752563527
389,2.14377492605
390,2.69785561455
391,1.75377165541
392,1.1596225413
393,2.30256474804
394,1.44011953292
395,1.66189770098
396,1.83743988173
397,2.2135159216
398,2.24701474436
399,1.86642622684
400,1.86054693615
401,1.67677612954
402,1.69287930246
403,2.44305405091
404,2.04406901005
405,2.45527804422
406,1.87756676154
407,1.78086672736
408,1.37424812393
409,1.83712292134
410,1.72008629219
411,2.33703087884
412,1.57966691574
413,2.80995475707
414,1.55326174437
415,1.68732795249
416,1.73499264597
417,1.85727021957
418,2.10266894679
419,1.77629645925
420,1.77764240384
421,1.70523044164
422,2.2682541142
423,2.23215056139
424,1.11338632562
425,1.49070317465
426,2.62331461837
427,2.14382275284
428,2.24895898112
429,2.14934246898
430,1.90353821954
431,2.60838132708
432,1.20970919979
433,1.9467704895
434,2.53757188289
435,2.36725106618
436,2.47391959553
437,1.8607104995
438,1.91500324694
439,1.7151322155
440,1.456632321
441,2.23894855966
442,1.17416121345
443,1.81419537285
444,2.12135579275
445,2.24847256994
446,1.69635667306
447,2.27058349158
448,2.287506561
449,1.84120278765
450,2.14766227941
451,1.7353979375
452,1.90203705314
453,1.69165132382
454,2.07212758203
455,1.77963239504
456,2.2116154913
457,1.82906698295
458,1.78371604983
459,1.45761022454
460,2.12638193693
461,2.07812218902
462,1.72480919146
463,2.07879330458
464,1.65995265897
465,2.01806918797
466,2.44920020953
467,1.33399388529
468,1.4873616349
469,1.76780483084
470,1.73291389046
471,1.04200490878
472,1.89068539145
473,2.27476537662
474,1.74736164076
475,1.44173772822
476,1.89507641726
477,2.441221909
478,2.09419100054
479,2.43386465944
480,2.33733874771
481,1.63172102453
482,2.03662621599
483,1.93968284707
484,2.00203456036
485,2.12368228005
486,2.24808917444
487,1.35309325796
488,2.30448941614
489,2.10220436202
490,1.39770235396
491,1.85685247459
492,2.22482143746
493,2.35588453551
494,1.43122920977
495,2.09304972737
496,1.80394720904
497,1.97248569403
498,2.55035545847
499,1.454059317
500,1.53827319772
501,1.96619780088
502,2.03376220353
503,1.49975508148
504,1.79414124866
505,1.606463475
506,2.40643929147
507,1.8381258768
508,1.7754919079
509,2.01732026984
510,2.31052751221
511,2.15235322372
512,2.26141789134
513,1.79166962999
514,2.10946559029
515,2.01733004696
516,1.7984536258
517,1.41493538597
518,1.39896331156
519,1.80297087453
520,1.86718567368
521,1.48454834185
522,2.05756416745
523,2.01384976575
524,1.16313496534
525,1.95905863735
526,1.21725855857
527,2.16866405252
528,1.35172861761
529,2.72686694721
530,2.04031552633
531,1.58686106936
532,2.23643968063
533,2.58738297735
534,1.85942494486
535,2.1164722425
536,1.84206992753
537,1.95463099782
538,2.04171952533
539,2.02992496731
540,1.70112594911
541,1.39962617932
542,1.76093246266
543,1.87746366717
